0	1	1.0
0	4	1.0
0	5	1.0
0	7	1.0
0	11	1.0
0	13	1.0
0	16	1.0
0	21	0.0
0	23	1.0
1	0	1.0
1	6	1.0
1	11	1.0
1	12	0.0
1	13	0.0
1	15	0.0
1	16	1.0
1	20	0.0
1	21	1.0
2	0	1.0
2	10	1.0
2	14	1.0
2	15	1.0
2	17	1.0
2	18	1.0
2	23	1.0
3	0	0.0
3	4	1.0
3	5	1.0
3	6	0.0
3	8	1.0
3	10	0.0
3	11	0.0
3	17	1.0
4	1	1.0
4	2	0.0
4	7	1.0
4	8	1.0
4	11	0.0
4	14	1.0
4	15	1.0
4	16	1.0
4	18	1.0
4	19	1.0
4	20	1.0
4	22	1.0
5	0	1.0
5	1	1.0
5	11	1.0
5	13	1.0
5	18	1.0
5	19	0.0
5	20	0.0
5	22	1.0
6	3	0.0
6	8	0.0
6	12	0.0
6	16	0.0
6	18	1.0
6	21	1.0
6	24	0.0
7	3	1.0
7	6	0.0
7	8	1.0
7	13	0.0
7	15	1.0
7	20	1.0
7	22	0.0
8	10	1.0
8	13	1.0
8	19	1.0
8	20	0.0
8	24	1.0
9	1	1.0
9	3	1.0
9	13	1.0
9	16	1.0
9	17	1.0
9	18	1.0
9	19	1.0
9	20	1.0
9	21	0.0
9	22	1.0
9	23	1.0
10	0	1.0
10	1	1.0
10	4	1.0
10	8	1.0
10	13	1.0
10	16	0.0
11	6	0.0
11	15	0.0
11	17	1.0
11	19	1.0
12	0	0.0
12	1	0.0
12	5	1.0
12	7	1.0
12	23	1.0
13	0	1.0
13	1	0.0
13	2	1.0
13	4	1.0
13	6	0.0
13	8	1.0
13	9	1.0
13	16	0.0
13	17	1.0
13	22	1.0
14	0	1.0
14	1	1.0
14	2	1.0
14	3	0.0
14	6	1.0
14	8	1.0
14	9	1.0
14	11	1.0
14	15	0.0
14	16	1.0
14	23	0.0
14	24	1.0
15	2	1.0
15	6	0.0
15	10	0.0
15	11	0.0
15	12	1.0
15	16	1.0
15	18	0.0
15	24	1.0
16	6	0.0
16	8	1.0
16	9	1.0
16	13	0.0
16	17	1.0
16	20	1.0
17	1	0.0
17	4	1.0
17	10	1.0
17	14	0.0
17	15	1.0
17	18	0.0
17	22	1.0
17	24	1.0
18	0	1.0
18	3	0.0
18	6	1.0
18	8	0.0
18	9	1.0
18	13	1.0
18	14	0.0
18	15	0.0
18	16	1.0
18	20	1.0
18	21	1.0
18	22	1.0
19	2	1.0
19	7	1.0
19	11	1.0
19	15	1.0
19	18	1.0
19	20	1.0
19	22	0.0
19	24	1.0
20	2	0.0
20	4	1.0
20	5	0.0
20	8	0.0
20	11	0.0
20	17	0.0
20	19	1.0
21	14	1.0
21	15	0.0
21	18	1.0
21	23	1.0
22	8	1.0
22	9	1.0
22	11	1.0
22	14	1.0
22	15	1.0
22	16	1.0
22	17	1.0
22	21	1.0
23	1	0.0
23	3	1.0
23	7	1.0
23	9	1.0
23	10	0.0
23	17	1.0
23	21	1.0
24	1	1.0
24	2	1.0
24	7	1.0
24	18	1.0
24	21	1.0
24	22	1.0
24	23	1.0
