0	0	0.7711297149439282
0	1	0.7734592937904542
0	2	0.032789136891043014
0	3	0.15961073521179792
0	4	0.20554683983605537
1	0	0.6053415629424947
1	1	0.8809809488752938
1	2	0.25178371925689325
1	3	0.37303655610502495
1	4	0.9712748197324972
2	0	0.7489300918860553
2	1	0.3983499484179386
2	2	0.3692269899550569
2	3	0.8514896616278818
2	4	0.5875785776308686
3	0	0.6774726176196489
3	1	0.41890817215151466
3	2	0.4139317483422472
3	3	0.3950295901563107
3	4	0.07301895715067563
4	0	0.7114240849269919
4	1	0.7374584028550659
4	2	0.8973193458991238
4	3	0.6627854923083805
4	4	0.796288474132728
5	0	0.8049638986768939
5	1	0.20005926628621373
5	2	0.18683016281742104
5	3	0.7318542241481825
5	4	0.3710807842344621
6	0	0.5566276020115875
6	1	0.9864137618769029
6	2	0.32200797011416105
6	3	0.20655921693669632
6	4	0.03517121148220459
7	0	0.6009763621266372
7	1	0.010746877381798359
7	2	0.33782455757830143
7	3	0.47738530989273353
7	4	0.9538600490763611
8	0	0.688234589715149
8	1	0.23923498864081794
8	2	0.23505666196970398
8	3	0.503858065205873
8	4	0.6111776601840276
9	0	0.7313704845287925
9	1	0.7414962025249197
9	2	0.35114296245239096
9	3	0.07338654001999145
9	4	0.38510381118214687
10	0	0.9259032945605431
10	1	0.9102070125866852
10	2	0.2528297468155285
10	3	0.06773746522701685
10	4	0.7730523359421096
11	0	0.8175794950898728
11	1	0.6895834665859445
11	2	0.11146995691716255
11	3	0.8770746642289642
11	4	0.6734126490312794
12	0	0.3085524474215878
12	1	0.3753134431208479
12	2	0.15033739840409077
12	3	0.4303491096116213
12	4	0.9756308862624781
13	0	0.464559810035964
13	1	0.7808262704984065
13	2	0.04567642499326008
13	3	0.5649061353173563
13	4	0.7600687896730088
14	0	0.3411836781136508
14	1	0.20673799682722516
14	2	0.2574372087696657
14	3	0.5933852205025788
14	4	0.9851534329378494
15	0	0.08465610140373647
15	1	0.022734973600370356
15	2	0.5621737625122786
15	3	0.4579112065978398
15	4	0.8921672374985297
16	0	0.30040905745285296
16	1	0.8884012892504711
16	2	0.7823313901059183
16	3	0.4594216321067093
16	4	0.7019053001578567
17	0	0.7936953219879671
17	1	0.9374991440073096
17	2	0.6114335377812122
17	3	0.518333766475315
17	4	0.6674933414584004
18	0	0.2513036873120269
18	1	0.8710343354542397
18	2	0.8898226874215084
18	3	0.5107585788453608
18	4	0.10485128367789343
19	0	0.7585853365688521
19	1	0.9301061616884149
19	2	0.7345394467255784
19	3	0.9603923348716292
19	4	0.17359933332522837
20	0	0.2599858082746047
20	1	0.9030045597366172
20	2	0.669386259116965
20	3	0.8662575845265261
20	4	0.5888037967445796
21	0	0.9938273509632602
21	1	0.6252975462413622
21	2	0.6782665229621067
21	3	0.9517517361978495
21	4	0.3886521048230114
22	0	0.959395922797269
22	1	0.04234197600174472
22	2	0.39660899855335374
22	3	0.09727431084290084
22	4	0.8993015248961417
23	0	0.9292083629206164
23	1	0.39256781895862214
23	2	0.32305484415888674
23	3	0.6896455908118578
23	4	0.8208204590366197
24	0	0.9220310603496857
24	1	0.56768287507644
24	2	0.05483560373739538
24	3	0.4890279523453397
24	4	0.4409560864362492
